"STATION","NAME","DATE","PRCP","TAVG","TMAX","TMIN"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-01-01",,"10.8",,"2.4"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-01-02",,"13.7",,"4.6"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-01-03",,"14.4","23.0","7.6"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-01-04",,"13.6","23.5","8.0"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-01-05",,"14.2","21.6","7.0"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-01-06",,"15.2","21.2","9.9"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-01-07","0.0","15.0","19.1","11.6"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-01-08","6.1","13.2","19.0",
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-01-09","10.9","10.4",,
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-01-10","0.0","10.7",,"5.3"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-01-11",,"12.0","19.9","5.8"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-01-12",,"13.6",,"7.1"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-01-13",,"14.2","23.4","8.0"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-01-14",,"12.6","19.9",
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-01-15",,"13.7",,"6.4"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-01-16","0.0","13.2","19.9","9.5"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-01-17","6.1","13.2",,
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-01-18","0.0","12.3","17.7","8.4"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-01-19",,"11.0","17.7","7.0"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-01-20",,"11.9","16.7","8.3"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-01-21",,"13.6",,"9.2"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-01-22",,"12.7","20.2","7.1"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-01-23",,"14.1",,"9.0"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-01-24",,"13.2",,
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-01-25",,"11.6","21.1","4.8"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-01-26",,"14.7",,"6.9"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-01-27",,"15.5","22.7","8.5"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-01-28","6.1","16.0","23.0","10.5"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-01-29","7.9","14.5","22.2","10.2"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-01-30","0.0","13.6","20.6","8.0"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-01-31",,"12.9","20.2","7.2"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-02-01",,"12.3","19.7","5.7"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-02-02",,"12.1","19.9","6.0"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-02-03",,"12.9",,"5.4"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-02-04",,"14.2","22.0","5.3"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-02-05",,"13.6","22.7","6.7"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-02-06",,"12.5","21.3","6.3"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-02-07",,"12.7","20.4","6.1"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-02-08",,"13.7",,"7.0"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-02-09",,"13.9",,"6.6"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-02-10",,"13.3","22.9","6.0"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-02-11",,"14.2",,"5.9"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-02-12",,"17.3",,"8.2"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-02-13",,"20.0",,"12.3"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-02-14",,"18.8","27.8","13.7"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-02-15",,"18.2","25.4","11.5"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-02-16",,"17.2",,"9.0"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-02-17",,"17.7","27.1","9.0"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-02-18",,"17.2","26.7","10.2"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-02-19",,"19.1","26.9","8.1"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-02-20",,"21.8",,"13.6"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-02-21","2.0","16.8","27.5",
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-02-22","0.0","18.6",,"13.0"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-02-23",,"19.8",,"12.8"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-02-24",,"19.4","26.8","11.8"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-02-25",,"19.3","26.4","13.0"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-02-26",,"20.3",,"12.7"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-02-27",,"20.7","27.4","13.0"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-02-28",,"21.2","27.5","16.7"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-02-29",,"19.4",,
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-03-01",,"21.9",,"14.4"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-03-02",,"21.2",,"14.6"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-03-03",,"21.1",,"14.3"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-03-04",,"20.9","29.0","14.4"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-03-05","0.5","19.9","29.2","14.4"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-03-06","20.1","16.3","27.0","14.0"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-03-07","20.1","17.3","22.4","13.0"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-03-08","99.1","18.0",,"11.1"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-03-09","0.0","18.3",,"12.4"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-03-10",,"19.6",,"10.0"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-03-11","1.0","21.6",,"14.8"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-03-12","1.0","21.7","27.4","14.7"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-03-13","0.0","21.3","28.0","13.8"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-03-14","0.0","18.5","28.3",
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-03-15","37.1","18.8",,"12.0"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-03-16","0.0","19.9",,"12.6"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-03-17",,"20.5",,"13.6"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-03-18",,"22.3",,"13.4"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-03-19",,"23.2",,"16.0"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-03-20",,"24.7",,"16.4"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-03-21",,"23.6","31.4","17.8"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-03-22",,"24.0",,"15.7"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-03-23",,"24.5",,"16.4"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-03-24",,"23.5",,"18.6"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-03-25",,"25.6","33.0","16.8"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-03-26",,"24.1","33.3","19.0"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-03-27","1.0","21.7","29.2",
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-03-28","5.1","21.8","27.6","15.7"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-03-29","0.0","24.1",,"16.6"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-03-30",,"23.0","30.6","15.6"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-03-31",,"24.5",,"16.0"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-04-01",,"25.6","32.6","17.4"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-04-02",,"24.8","32.7","18.4"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-04-03",,"23.2","31.0","15.4"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-04-04",,"24.0",,"14.4"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-04-05",,"25.6","33.3","16.5"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-04-06",,"28.9",,"18.5"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-04-07",,"26.7","35.8","17.6"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-04-08",,"25.8","34.2","19.8"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-04-09",,"24.6","33.5",
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-04-10",,"27.3",,"17.0"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-04-11",,"29.4",,"19.1"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-04-12",,"28.7","36.9","20.3"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-04-13",,"30.7",,"20.6"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-04-14",,"31.1",,"23.2"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-04-15",,"31.2","39.7","24.0"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-04-16",,"30.1","40.1","21.9"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-04-17",,"31.2","39.6","25.7"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-04-18",,"28.2","37.8",
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-04-19","7.1","27.3","37.3","19.0"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-04-20","0.0","26.4","35.2","20.2"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-04-21",,"27.2",,"19.2"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-04-22",,"28.2",,"18.8"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-04-23",,"28.3","36.1","23.2"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-04-24",,"29.7",,"20.2"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-04-25",,"30.3","38.4","23.8"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-04-26","0.5","24.4","37.9",
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-04-27","20.1","27.1",,"18.9"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-04-28","0.0","28.9","33.8","22.1"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-04-29",,"30.1",,"22.8"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-04-30",,"31.1",,"25.0"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-05-01",,"31.8","38.8","24.6"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-05-02",,"31.2","38.8","24.4"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-05-03","11.9","27.2","37.9",
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-05-04","0.5","28.4",,"20.2"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-05-05","0.0","30.7","37.5","22.9"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-05-06",,"29.3","37.5","23.8"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-05-07",,"29.4",,"21.6"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-05-08",,"32.2",,"23.7"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-05-09",,"33.5",,"26.2"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-05-10",,"27.7","40.9",
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-05-11",,"29.3","35.5","20.7"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-05-12",,"31.2",,"24.3"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-05-13",,"30.2","37.2",
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-05-14",,"30.8","39.7","23.6"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-05-15",,"31.8","39.7","23.6"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-05-16",,"31.8",,"23.9"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-05-17",,"32.1","40.7","23.6"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-05-18",,"32.1","40.5","23.1"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-05-19",,"32.3","40.7","22.1"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-05-20",,"32.7","40.7","22.0"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-05-21",,"33.2",,"24.8"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-05-22",,"34.4",,"23.7"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-05-23",,"38.6",,"26.2"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-05-24",,"36.4","44.7","28.7"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-05-25",,"36.0","44.4","27.2"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-05-26",,"37.6",,"28.2"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-05-27",,"37.5","46.0","28.4"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-05-28",,"32.8","45.9",
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-05-29","0.0","28.4","40.3","22.6"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-05-30","4.1","29.2","37.0","22.2"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-05-31","8.9","25.8","34.8","20.0"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-06-01","3.0","29.4",,"21.0"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-06-02","0.0","30.9",,"24.8"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-06-03",,"30.5","36.9","24.9"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-06-04",,"29.7","36.4","24.9"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-06-05","0.0","29.1","36.1","25.0"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-06-06","1.0","30.9",,"24.0"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-06-07","1.0","29.3","36.8","23.2"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-06-08","6.1","31.8",,"25.2"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-06-09","0.0","34.3",,"26.9"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-06-10",,"34.0","40.6","26.6"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-06-11",,"34.8","41.5","27.4"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-06-12",,"35.6","40.6","30.3"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-06-13",,"32.6","41.5",
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-06-14","0.0","35.0",,"28.0"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-06-15",,"35.7",,"28.6"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-06-16",,"35.8",,"30.2"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-06-17",,"35.9","42.2","29.5"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-06-18",,"37.1",,"28.6"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-06-19",,"36.6","42.5","29.8"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-06-20","5.1","31.1","41.2","22.4"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-06-21","2.0","31.9","38.1","24.6"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-06-22","43.9","32.0",,"23.2"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-06-23","0.0","33.4",,"27.8"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-06-24",,"31.1","37.0",
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-06-25",,"31.8",,"26.8"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-06-26",,"32.9",,"27.2"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-06-27","0.0","34.8",,"28.2"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-06-28",,"36.9",,"29.4"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-06-29",,"35.9",,
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-06-30",,"33.2","40.7","24.6"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-07-01",,"34.2",,"28.8"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-07-02",,"36.0",,"30.0"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-07-03",,"36.2",,"30.4"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-07-04","0.0","34.9","41.6","29.4"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-07-05","35.1","28.4","39.8","22.2"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-07-06","0.0","31.7",,"26.2"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-07-07","0.5","30.9","36.2","26.4"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-07-08","0.0","31.6",,"26.9"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-07-09",,"33.1",,"27.4"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-07-10",,"34.0",,
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-07-11","7.9","31.8","38.3","23.9"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-07-12","0.0","30.6",,
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-07-13",,"32.4",,"26.2"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-07-14",,"33.9","38.2","27.6"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-07-15",,"32.7","38.5","28.8"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-07-16",,"31.2",,
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-07-17","0.0","31.9","37.8","28.4"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-07-18","4.1","32.3","37.3","29.3"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-07-19","70.1","29.6","36.4","23.4"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-07-20","2.0","28.8","35.2",
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-07-21","2.0","26.3","32.6","23.5"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-07-22","30.0","26.2","33.2","24.0"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-07-23","68.1","30.0",,"23.7"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-07-24","0.0","31.2",,
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-07-25","1.0","31.7","35.4","25.9"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-07-26","0.0","32.7",,"26.8"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-07-27","0.5","34.1",,"28.2"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-07-28","0.0","34.4","37.6","28.7"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-07-29",,"30.8","37.5",
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-07-30",,"29.7","36.6","25.8"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-07-31","0.8","31.5",,"27.3"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-08-01","0.0","30.7",,"26.8"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-08-02","7.1","32.9",,"26.2"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-08-03","0.0","33.5","37.0","28.4"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-08-04",,"32.9","37.4","29.0"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-08-05",,"30.9","36.3","28.0"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-08-06",,"32.7",,"27.2"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-08-07",,"33.1","37.5","27.6"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-08-08",,"33.9",,"28.1"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-08-09","1.0","31.3","37.6","26.2"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-08-10","1.0","31.6","35.0","27.4"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-08-11","0.5","31.8",,"27.8"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-08-12","8.9","32.0","36.8",
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-08-13","68.1","26.8",,
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-08-14","16.0","29.7",,"25.4"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-08-15","0.0","31.7",,"26.4"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-08-16","1.0","32.0",,"26.8"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-08-17","0.0","30.4","36.5","28.2"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-08-18","23.9","31.0","35.7","27.1"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-08-19","7.9","26.6","35.0",
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-08-20","55.1","26.2",,"24.1"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-08-21","7.9","30.7",,"24.2"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-08-22","1.0","31.2","35.0","25.2"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-08-23","0.0","30.4","35.6","26.4"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-08-24","2.0","29.9","34.2","26.2"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-08-25","0.0","30.0",,"25.8"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-08-26","0.0","31.3",,"26.5"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-08-27",,"31.8",,"26.2"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-08-28",,"28.3","35.6",
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-08-29",,"30.8",,"24.8"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-08-30",,"29.1","35.0","26.7"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-08-31","0.5","29.4",,"25.5"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-09-01","0.0","30.9",,"24.8"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-09-02",,"31.3",,"25.3"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-09-03",,"32.0","35.0","27.5"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-09-04","0.0","31.3",,"26.3"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-09-05","0.8","30.8",,
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-09-06","19.1","30.6","36.8","23.0"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-09-07","0.0","29.7","35.5","25.8"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-09-08","1.0","31.3",,"25.1"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-09-09","0.0","31.5",,"26.1"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-09-10",,"31.1","35.6","26.0"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-09-11",,"30.9",,"26.0"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-09-12",,"32.9","37.8","25.3"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-09-13",,"32.8","37.3","26.6"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-09-14",,"32.7","37.0","27.5"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-09-15",,"32.7",,"26.0"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-09-16",,"33.3",,"26.8"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-09-17",,"33.7","37.9","27.1"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-09-18",,"34.3",,"27.8"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-09-19",,"33.3","38.0","28.0"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-09-20",,"32.9","37.3","26.6"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-09-21",,"32.9",,"26.6"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-09-22",,"32.9",,"27.5"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-09-23",,"32.7","37.1","27.6"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-09-24",,"31.5","36.5","25.8"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-09-25",,"32.1",,"25.4"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-09-26",,"30.3","37.4","24.3"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-09-27",,"31.1",,"23.2"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-09-28",,"30.8","36.2","22.4"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-09-29",,"30.9",,"22.4"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-09-30",,"30.1","36.5","21.8"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-10-01",,"30.5",,"21.9"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-10-02",,"29.9","36.7","20.6"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-10-03",,"29.5","36.4","20.3"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-10-04",,"28.6","36.1","18.5"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-10-05",,"28.7","35.2","19.3"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-10-06",,"28.7",,"18.2"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-10-07",,"29.3","36.4","18.6"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-10-08",,"28.9","36.0","19.1"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-10-09",,"28.9","35.6","19.2"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-10-10",,"28.8","35.2","19.2"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-10-11",,"28.7",,"19.8"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-10-12",,"28.5","35.7","19.4"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-10-13",,"29.3","35.4","19.8"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-10-14",,"30.0","35.4","23.7"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-10-15",,"28.1",,
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-10-16",,"27.2","34.8","16.4"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-10-17",,"26.7",,"16.8"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-10-18",,"27.3","35.0","16.6"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-10-19",,"25.4","34.7","16.0"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-10-20",,"25.7",,"13.7"
"IN022021900","NEW DELHI SAFDARJUN, IN","2020-10-21",,"26.6",,"14.3"
