"STATION","NAME","DATE","PRCP","TAVG","TMAX","TMIN"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-06-08",,"37.6","44.0",
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-06-09",,"38.1","44.0","28.1"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-06-10",,"37.9","43.8","29.8"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-06-11",,"38.4",,"29.7"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-06-12",,"38.6",,"32.8"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-06-13",,"38.1","43.9","31.6"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-06-14",,"35.7","43.7","31.2"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-06-15",,"37.2","42.2","29.4"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-06-16","2.0","34.1","42.2","23.8"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-06-17","7.1","28.4","40.2","22.8"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-06-18","13.0","29.3","36.7","24.4"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-06-19","1.0","27.8","32.7","24.5"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-06-20","0.0","29.8","32.8","23.6"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-06-21",,"30.2","34.5","24.9"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-06-22",,"30.4","37.2","24.3"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-06-23",,"32.8","37.9","25.3"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-06-24",,"33.3","39.3","23.2"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-06-25",,"33.2","40.5","24.3"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-06-26",,"34.7","40.6","29.0"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-06-27",,"36.1","40.9","29.8"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-06-28",,"35.5","41.5","30.8"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-06-29",,"34.7","41.5","28.8"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-06-30","0.0","26.7","40.9",
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-07-01","117.1","28.5","31.9","23.0"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-07-02","2.0","30.7","34.4","26.2"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-07-03","0.0","31.1","35.7","26.2"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-07-04","0.0","32.6","36.8","27.4"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-07-05","0.5","33.8","37.9","29.0"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-07-06","0.0","34.2","38.6","29.4"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-07-07",,"34.4","39.1","30.0"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-07-08",,"34.6","39.1","29.2"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-07-09",,"31.0","39.0",
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-07-10",,"30.8","35.1","27.5"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-07-11",,"31.8","36.9","27.1"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-07-12",,"29.6","36.9","26.2"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-07-13",,"31.5","37.1","26.8"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-07-14","0.0","32.2","38.4","28.4"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-07-15","0.0","33.2","38.6","27.5"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-07-16",,"28.3","38.6",
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-07-17",,"30.4","36.5","24.3"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-07-18",,"33.4","38.2","27.8"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-07-19",,"30.7","38.2",
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-07-20",,"27.9","37.7",
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-07-21",,"29.4","35.1","24.5"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-07-22","0.3","29.3",,"27.0"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-07-23","8.9","30.1","34.9","25.5"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-07-24","0.0","30.6","35.7","27.1"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-07-25","0.0","30.7","35.7","26.8"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-07-26","2.0","30.3","35.2","26.4"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-07-27","0.0","30.2","34.6","26.7"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-07-28",,"27.9","34.6",
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-07-29",,"27.8",,"25.2"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-07-30","20.1","28.1","32.5","24.5"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-07-31","13.0","28.7","32.5","24.6"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-08-01","1.0","29.8","33.6","25.6"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-08-02","0.0","31.6","35.7","25.8"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-08-03",,"30.8","35.7","27.6"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-08-04",,"29.8","34.6","26.8"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-08-05","0.8","28.2","34.6","26.5"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-08-06","8.9","30.5","33.5","26.3"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-08-07","0.0","27.5","33.5",
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-08-08","3.0","30.9","35.2","25.1"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-08-09","0.0","32.7","36.8","27.6"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-08-10",,"32.5","37.5","27.8"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-08-11",,"29.3","37.5",
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-08-12","0.0","32.1","37.2","26.4"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-08-13","0.0","31.4","37.2","27.4"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-08-14",,"28.8","35.4",
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-08-15",,"30.0","34.9","25.8"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-08-16","0.0","29.0","34.9","27.0"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-08-17","2.0","29.9","34.4","24.6"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-08-18","0.0","31.4","35.3","24.6"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-08-19",,"31.5","35.7","26.7"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-08-20","0.0","29.9","35.7","27.5"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-08-21","7.1","31.1","35.1","26.6"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-08-22","0.0","32.1","36.1","27.6"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-08-23",,"30.8","36.1","27.2"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-08-24",,"29.6","35.5","25.7"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-08-25",,"29.9","34.3","25.2"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-08-26",,"31.3","35.1","25.8"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-08-27",,"30.9","35.1","26.4"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-08-28",,"30.8","35.2","26.2"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-08-29",,"29.8","35.9",
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-08-30",,"30.4","35.9","24.6"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-08-31",,"31.9","38.0","25.9"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-09-01",,"32.5","37.1",
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-09-02",,"30.6","37.1","27.6"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-09-03",,"32.3","37.1","26.8"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-09-04",,"32.3","36.9","26.8"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-09-05",,"31.8","37.1","26.2"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-09-06",,"31.4","37.1","26.3"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-09-07",,"32.2","37.2","25.8"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-09-08",,"32.1","37.4","26.5"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-09-09",,"32.3","37.7","27.1"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-09-10",,"31.8","37.7","27.6"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-09-11",,"32.3","37.1","26.6"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-09-12",,"31.6","37.3",
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-09-13","8.9","30.1","37.3","23.8"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-09-14","0.0","27.8","35.4",
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-09-15","13.0","26.6","33.6","24.2"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-09-16","4.1","24.9","31.7","22.5"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-09-17","10.9","28.8",,"22.3"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-09-18","0.0","29.2",,"23.8"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-09-19",,"28.6","34.7","24.5"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-09-20",,"28.6","34.7","24.6"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-09-21",,"26.8","34.7",
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-09-22",,"25.4","34.1","23.8"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-09-23",,"25.0","28.0","22.4"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-09-24",,"25.2","27.6","22.6"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-09-25",,"27.6",,"22.6"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-09-26",,"27.8",,"22.7"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-09-27",,"28.9","33.4","22.4"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-09-28",,"29.6","33.6","23.6"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-09-29",,"28.6","34.2","23.3"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-09-30",,"28.7","33.9","23.2"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-10-01",,"28.5","34.3","23.7"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-10-02",,"29.3",,"23.2"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-10-03",,"29.2","35.2","22.5"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-10-04",,"28.8","34.8","22.1"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-10-05",,"28.7","35.1","23.8"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-10-06",,"26.6","34.0","22.4"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-10-07","0.3","24.8","31.0","21.8"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-10-08","24.9","22.4","27.1","20.8"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-10-09","73.9","22.0",,"19.3"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-10-10","22.1","22.1","24.1","19.2"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-10-11","7.1","25.0","30.1","20.5"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-10-12","0.5","25.0","30.1","20.2"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-10-13","0.0","24.7","31.0","18.5"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-10-14",,"26.4",,"19.0"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-10-15",,"25.2","31.8","18.8"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-10-16",,"25.3","31.6","19.1"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-10-17",,"26.2",,
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-10-18",,"25.3","32.5","17.5"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-10-19",,"25.6",,"17.0"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-10-20",,"24.8","34.6","16.9"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-10-21",,"26.7","34.5","17.3"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-10-22",,"24.1","33.5","17.4"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-10-23",,"23.4","31.7","14.5"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-10-24",,"22.9","31.2","14.9"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-10-25",,"23.2","31.3","14.0"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-10-26",,"23.1",,"14.9"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-10-27",,"23.3","32.3","15.0"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-10-28",,"22.7","31.9","14.6"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-10-29",,"22.5","31.3","15.6"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-10-30",,"22.5","31.8","15.0"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-10-31",,"22.7","30.8","15.0"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-11-01",,"23.2","33.0","15.2"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-11-02",,"23.4","33.0","15.5"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-11-03",,"22.7","31.0","15.8"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-11-04",,"23.2","31.0","16.5"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-11-05",,"23.7",,
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-11-06",,"24.8","31.5","17.5"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-11-07",,"24.7",,"17.0"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-11-08",,"23.2","33.0","17.2"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-11-09",,"22.7",,"16.9"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-11-10",,"23.3","30.2","16.8"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-11-11",,"21.4","29.5","14.6"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-11-12",,"19.9","28.5","12.6"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-11-13",,"19.4","28.3","12.6"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-11-14",,"22.7",,"14.1"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-11-15",,"21.2","31.2","15.4"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-11-16",,"19.4","29.5","13.2"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-11-17",,"17.8","27.5","11.3"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-11-18",,"18.0","25.4","9.6"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-11-19",,"17.5",,"9.0"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-11-20",,"17.7","27.0","9.6"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-11-21",,"17.3","27.3","8.9"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-11-22",,"18.5","27.3","9.4"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-11-23",,"17.1","26.5","8.0"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-11-24",,"17.2","27.0","8.4"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-11-25",,"16.2","27.4","7.8"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-11-26",,"17.7","28.3","8.3"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-11-27",,"16.8",,"7.9"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-11-28",,"16.4","27.5","7.6"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-11-29",,"15.8","27.2","7.3"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-11-30",,"16.6","27.1","8.3"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-12-01",,"16.4","26.2","8.3"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-12-02",,"16.6","27.7","8.0"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-12-03",,"16.6","27.7","8.4"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-12-04",,"16.6","26.4","9.0"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-12-05",,"16.1","25.2","7.6"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-12-06",,"15.4","25.6","8.0"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-12-07",,"16.3","24.1","9.6"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-12-08",,"17.1","24.4","8.3"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-12-09",,"16.7","26.8","8.4"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-12-10",,"16.7","26.8","8.3"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-12-11",,"16.7","28.4","8.8"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-12-12",,"16.9","28.4","8.4"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-12-13",,"17.6","27.1","8.9"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-12-14",,"15.9","26.8","10.0"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-12-15",,"13.9","24.6","6.4"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-12-16",,"15.5","23.4","6.2"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-12-17",,"14.7","24.5","6.0"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-12-18",,"14.2","24.7","6.2"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-12-19",,"13.3","23.7","7.2"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-12-20",,"14.1","23.2","6.3"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-12-21",,"13.4","23.2","7.1"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-12-22",,"13.1","21.1","7.2"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-12-23",,"12.5","20.6","5.3"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-12-24",,"12.2","20.1","5.4"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-12-25","111.0","10.2","20.0","5.3"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-12-26","0.0","9.3","16.2","5.0"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-12-27",,"11.3",,"5.6"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-12-28",,"14.2",,"6.3"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-12-29",,"15.4",,"7.0"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-12-30",,"15.5","23.7",
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-12-31",,"13.3","20.8",
"IN022021900","NEW DELHI SAFDARJUN, IN","2023-01-01",,"13.8",,"5.5"
"IN022021900","NEW DELHI SAFDARJUN, IN","2023-01-02",,"12.5","21.1","7.6"
"IN022021900","NEW DELHI SAFDARJUN, IN","2023-01-03",,"11.2","17.3",
"IN022021900","NEW DELHI SAFDARJUN, IN","2023-01-04",,"9.2","16.1","4.4"
"IN022021900","NEW DELHI SAFDARJUN, IN","2023-01-05",,"10.1","16.5","3.0"
"IN022021900","NEW DELHI SAFDARJUN, IN","2023-01-06",,"9.3","16.5","4.0"
"IN022021900","NEW DELHI SAFDARJUN, IN","2023-01-07",,"9.2","16.6","2.2"
"IN022021900","NEW DELHI SAFDARJUN, IN","2023-01-08",,"9.5",,"1.9"
"IN022021900","NEW DELHI SAFDARJUN, IN","2023-01-09",,"11.8",,"3.8"
"IN022021900","NEW DELHI SAFDARJUN, IN","2023-01-10",,"10.3","18.6","6.4"
"IN022021900","NEW DELHI SAFDARJUN, IN","2023-01-11",,"12.1","18.7","5.9"
"IN022021900","NEW DELHI SAFDARJUN, IN","2023-01-12","0.0","14.7",,"9.3"
"IN022021900","NEW DELHI SAFDARJUN, IN","2023-01-13",,"16.1","21.6","9.8"
"IN022021900","NEW DELHI SAFDARJUN, IN","2023-01-14",,"13.1","21.5",
"IN022021900","NEW DELHI SAFDARJUN, IN","2023-01-15",,"10.0","18.4","4.7"
"IN022021900","NEW DELHI SAFDARJUN, IN","2023-01-16",,"11.3","17.8","1.4"
"IN022021900","NEW DELHI SAFDARJUN, IN","2023-01-17",,"11.3",,"2.4"
"IN022021900","NEW DELHI SAFDARJUN, IN","2023-01-18",,"10.7","19.7","2.6"
"IN022021900","NEW DELHI SAFDARJUN, IN","2023-01-19",,"15.3",,"5.6"
"IN022021900","NEW DELHI SAFDARJUN, IN","2023-01-20",,"15.7",,"10.6"
"IN022021900","NEW DELHI SAFDARJUN, IN","2023-01-21",,"15.4","23.1","6.2"
"IN022021900","NEW DELHI SAFDARJUN, IN","2023-01-22",,"15.7","24.0","8.2"
"IN022021900","NEW DELHI SAFDARJUN, IN","2023-01-23",,"16.2",,"7.6"
"IN022021900","NEW DELHI SAFDARJUN, IN","2023-01-24",,"17.2","25.9","12.3"
"IN022021900","NEW DELHI SAFDARJUN, IN","2023-01-25",,"15.8","21.6","10.6"
"IN022021900","NEW DELHI SAFDARJUN, IN","2023-01-26",,"13.9","19.3",
"IN022021900","NEW DELHI SAFDARJUN, IN","2023-01-27",,"13.0",,"5.8"
"IN022021900","NEW DELHI SAFDARJUN, IN","2023-01-28",,"13.7",,"6.1"
"IN022021900","NEW DELHI SAFDARJUN, IN","2023-01-29",,"13.5","23.8","6.4"
"IN022021900","NEW DELHI SAFDARJUN, IN","2023-01-30","20.1","14.5","18.9","10.2"
"IN022021900","NEW DELHI SAFDARJUN, IN","2023-01-31","0.0","15.0",,"9.9"
"IN022021900","NEW DELHI SAFDARJUN, IN","2023-02-01",,"14.5","20.2","8.6"
"IN022021900","NEW DELHI SAFDARJUN, IN","2023-02-02",,"17.1",,"8.3"
"IN022021900","NEW DELHI SAFDARJUN, IN","2023-02-03",,"16.7","24.3","9.5"
"IN022021900","NEW DELHI SAFDARJUN, IN","2023-02-04",,"17.5",,"9.0"
"IN022021900","NEW DELHI SAFDARJUN, IN","2023-02-05",,"17.0","25.3","10.5"
"IN022021900","NEW DELHI SAFDARJUN, IN","2023-02-06",,"19.8",,"9.2"
"IN022021900","NEW DELHI SAFDARJUN, IN","2023-02-07",,"18.8","29.0","12.8"
"IN022021900","NEW DELHI SAFDARJUN, IN","2023-02-08",,"16.2","25.4","9.7"
"IN022021900","NEW DELHI SAFDARJUN, IN","2023-02-09",,"19.7",,"8.6"
"IN022021900","NEW DELHI SAFDARJUN, IN","2023-02-10",,"21.4","29.4","13.1"
"IN022021900","NEW DELHI SAFDARJUN, IN","2023-02-11",,"19.8","29.7","14.0"
"IN022021900","NEW DELHI SAFDARJUN, IN","2023-02-12",,"16.8","27.7","9.8"
"IN022021900","NEW DELHI SAFDARJUN, IN","2023-02-13",,"16.4","23.8","8.7"
"IN022021900","NEW DELHI SAFDARJUN, IN","2023-02-14",,"18.0",,"8.6"
"IN022021900","NEW DELHI SAFDARJUN, IN","2023-02-15",,"19.3",,"10.9"
"IN022021900","NEW DELHI SAFDARJUN, IN","2023-02-16",,"19.2",,"10.5"
"IN022021900","NEW DELHI SAFDARJUN, IN","2023-02-17",,"20.6","28.7","12.8"
"IN022021900","NEW DELHI SAFDARJUN, IN","2023-02-18",,"21.2","29.8","11.7"
"IN022021900","NEW DELHI SAFDARJUN, IN","2023-02-19",,"21.2",,"11.4"
"IN022021900","NEW DELHI SAFDARJUN, IN","2023-02-20",,"22.6","31.5","13.1"
"IN022021900","NEW DELHI SAFDARJUN, IN","2023-02-21",,"23.2","33.6","16.1"
"IN022021900","NEW DELHI SAFDARJUN, IN","2023-02-22",,"21.8","31.4","14.6"
"IN022021900","NEW DELHI SAFDARJUN, IN","2023-02-23",,"21.0","29.3","11.5"
"IN022021900","NEW DELHI SAFDARJUN, IN","2023-02-24",,"19.9",,"10.9"
"IN022021900","NEW DELHI SAFDARJUN, IN","2023-02-25",,"21.0",,"10.4"
"IN022021900","NEW DELHI SAFDARJUN, IN","2023-02-26",,"22.9",,"12.9"
"IN022021900","NEW DELHI SAFDARJUN, IN","2023-02-27",,"23.1","32.3","14.1"
"IN022021900","NEW DELHI SAFDARJUN, IN","2023-02-28",,"22.3","32.3","13.5"
"IN022021900","NEW DELHI SAFDARJUN, IN","2023-03-01","0.0","22.4","32.1",
"IN022021900","NEW DELHI SAFDARJUN, IN","2023-03-02","0.0","23.1","31.2","14.1"
"IN022021900","NEW DELHI SAFDARJUN, IN","2023-03-03",,"25.4","32.2",
"IN022021900","NEW DELHI SAFDARJUN, IN","2023-03-04",,"22.1","32.2","16.3"
"IN022021900","NEW DELHI SAFDARJUN, IN","2023-03-05",,"23.2",,"16.3"
"IN022021900","NEW DELHI SAFDARJUN, IN","2023-03-06",,"23.1","31.0","15.0"
"IN022021900","NEW DELHI SAFDARJUN, IN","2023-03-07",,"23.2",,"14.3"
"IN022021900","NEW DELHI SAFDARJUN, IN","2023-03-08",,"22.7","31.3","15.4"
"IN022021900","NEW DELHI SAFDARJUN, IN","2023-03-09",,"22.8","31.0","16.7"
"IN022021900","NEW DELHI SAFDARJUN, IN","2023-03-10",,"23.7","31.0","15.1"
"IN022021900","NEW DELHI SAFDARJUN, IN","2023-03-11",,"24.2",,"14.9"
"IN022021900","NEW DELHI SAFDARJUN, IN","2023-03-12",,"24.1",,"15.2"
"IN022021900","NEW DELHI SAFDARJUN, IN","2023-03-13",,"24.8","34.1","17.1"
"IN022021900","NEW DELHI SAFDARJUN, IN","2023-03-14",,"25.6","33.4","17.5"
"IN022021900","NEW DELHI SAFDARJUN, IN","2023-03-15",,"25.8",,"16.3"
"IN022021900","NEW DELHI SAFDARJUN, IN","2023-03-16",,"25.7","34.3","20.6"
"IN022021900","NEW DELHI SAFDARJUN, IN","2023-03-17",,"24.1","33.9","17.2"
"IN022021900","NEW DELHI SAFDARJUN, IN","2023-03-18","2.0","20.8","30.4","18.2"
"IN022021900","NEW DELHI SAFDARJUN, IN","2023-03-19","0.0","21.4",,"15.4"
"IN022021900","NEW DELHI SAFDARJUN, IN","2023-03-20","1.0","20.1","28.0",
"IN022021900","NEW DELHI SAFDARJUN, IN","2023-03-21","9.9","20.0","27.1","14.1"
"IN022021900","NEW DELHI SAFDARJUN, IN","2023-03-22","0.0","22.0",,"14.1"
"IN022021900","NEW DELHI SAFDARJUN, IN","2023-03-23",,"23.6",,"14.8"
"IN022021900","NEW DELHI SAFDARJUN, IN","2023-03-24",,"21.7","30.5","17.6"
"IN022021900","NEW DELHI SAFDARJUN, IN","2023-03-25","11.9","23.3","30.2","15.3"
"IN022021900","NEW DELHI SAFDARJUN, IN","2023-03-26","0.0","23.7","30.4","15.8"
